BU SCND;PRDH_StatisticGroupDescription;Product Number ACDC;Product SCND;Product Number 10 ACDC;From Location SCND;HS Codes in ACDC;Cluster NAME
VM-EPS;Car steer Assembly/Single part;7806030340;ER - EPS apa;7806030340;NEDSCHROEF ALTENA GMBH;"7318154000; 99038190";SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ATC;Miscellaneous Other Actuation;0204823469;P00870 - Conventional Actuation;0204823469;Warehouse Higashimatsuyama ;8708309990;RESERVOIR CAP
VM-VDS;DF Components;F00C1C8457;P00244 - DF;F00C1C8457;FEDERAL-MOGUL SYS PROTECTION GRP;70199099;SEAL
VM-ESP;ABS Components;1263121879;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263121879;Plant Blaichach;"8481901000;8481901000";VALVE BODY
VM-ESP;MV_SCx (Magnet Valve);1267697801;P00268 - Electronic Stability Program (ESP);1267697801;Plant Charleston;84812099;SOLENOID VALVE
VM-ESP;ABS Components;1267431869;P00268 - Electronic Stability Program (ESP);1267431869;NBC MESHTEC INCORPORATED;8481901000;FILTER
VM-NBS;Miscellaneous Other Actuation;0204709969;P00110 - Electrical Actuation;0204709969;ContiTech Vibration Control France;4016939000;SEAL
VM-ESP;ESP Components;1260098848;P00268 - Electronic Stability Program (ESP);1260098848;CCL DESIGN (SUZHOU) CO., LTD;39199090;ADHESIVE FILM, LABEL, STICKER
VM-CVS;RAS Gen3 PowerUnit_1KP_CS-SCU2_B3a_24V;4533005824;CS - Hydr. Steering;4533005824;Plant Schwäbisch Gmünd;8413602190;tbd
VM-CVS;Truck steer Assembly/Single part;8090540301;CS - Hydr. Steering;8090540301;Sommer GmbH;8310000000;PLATE/DISC
VM-EPS;Car steer Assembly/Single part;7818002338;ER - EPS apa;7818002338;TEKNIA TEPEJI SA DE CV;8708947550;COVER GEAR
VM-NBS;MV_CSx (Magnet Valve);1267693801;P01893 - IPB;1267693801;Plant Blaichach;8481901000;SOLENOID VALVE
VM-ESP;CDD (Damper);1267031870;P00268 - Electronic Stability Program (ESP);1267031870;Plant Blaichach;"8479899990;8479899990";DAMPER
VM-ATC;Miscellaneous Other Actuation;0204254844;P00870 - Conventional Actuation;0204254844;SFS Group Schweiz AG;8708309990;ROD
VM-ATC;Miscellaneous Other Actuation;0204332495;P00870 - Conventional Actuation;0204332495;UFP TECHNOLOGIES INC;39269099;FILTER
VM-CVS;Truck steer Assembly/Single part;8090040114;CS - Hydr. Steering;8090040114;Plant Schwäbisch Gmünd;3926909090;SCREW PLUG GROMMET
VM-ESP;PS10 (Pressure Sensor);1267030880;P00268 - Electronic Stability Program (ESP);1267030880;Plant Blaichach;9026209090;SENSOR
VM-ATC;Miscellaneous Other Actuation;0204254636;P00870 - Conventional Actuation;0204254636;Crown Screw Corporation;7318151001;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Car steer Assembly/Single part;4532030111;ER - EPS apa;4532030111;Rongtai Industrial Development Leon;99039405;HOUSING
VM-VDS;DF Components;F00C1C8457;P00244 - DF;F00C1C8457;FEDERAL-MOGUL SYS PROTECTION GRP;70199099;SEAL
VM-NBS; ;1260685811;P01893 - IPB;1260685811;FIT Voltaira Europe GmbH;8536901100;tbd
VM-ESP;PE9 (Pump Element);1267090918;P00268 - Electronic Stability Program (ESP);1267090918;Plant Blaichach;8413910000;PUMP ELEMENT
VM-NBS;iBooster Gen2 parts;0204841566;P00110 - Electrical Actuation;0204841566;SFS Group Schweiz AG;8708309990;ROD
VM-NBS;Reservoir;0204841844;P00110 - Electrical Actuation;0204841844;Teknia Rzeszow Sp z o.o.;8708309990;RESERVOIR CAP
VM-VDS;DF Components;F00C1T0200;P00244 - DF;F00C1T0200;MIDWEST MOLDING INC;85389001;tbd
VM-ESP;ESP Components;1260206830;P00268 - Electronic Stability Program (ESP);1260206830;ContiTech Vibration Control France;4016939000;SEAL
VM-EPS;Car steer Assembly/Single part;7818177510;ER - EPS apa;7818177510;Plant Florence;85015299;ELECTRIC SERVODRIVE
VM-ESP;PE9 (Pump Element);1267090915;P00268 - Electronic Stability Program (ESP);1267090915;Plant Blaichach;"8413910000;8413910000";PUMP ELEMENT
VM-ATC; ;02042A2198;P00870 - Conventional Actuation;02042A2198;DOMENY TOOL AND STAMPING COMPANY;73182102;WASHER
VM-NBS;IPB1.0;0204847224;P01893 - IPB;0204847224;Baumann Springs LTD;7320209000;SPRING
VM-EPS;EPSdp_Worm_9EZ_LHD;4532025450;ER - EPS dp;4532025450;IMS Gear Georgia LLC;84834009;WORM
VM-ESP;ABS Components;1260103814;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260103814;Hugo Kern und Liebers Gmbh &Co. Kg;7318220090;WASHER
VM-ESP;ESP Components;1264210842;P00268 - Electronic Stability Program (ESP);1264210842;Plant Charleston;85045091;MAGNET
VM-ESP;ABS Components;1260450839;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260450839;Plant Blaichach;8481909040;VALVE SLEEVE/BEARING
VM-EPS;Car steer Assembly/Single part;7805040202;ER - EPS dp;7805040202;Engineered Products & Services, Inc;40169901;SCREW PLUG GROMMET
VM-ESP;ESP Components;1264611856;P00268 - Electronic Stability Program (ESP);1264611856;SCHERDEL GmbH;99030125;SPRING
VM-ATC;Miscellaneous Other Actuation;0204X00136;P00870 - Conventional Actuation;0204X00136;Teknia Rzeszow Sp z o.o.;8708309990;RESERVOIR CAP
VM-EPS;Car steer Assembly/Single part;7802040667;ER - EPS dp;7802040667;Dichtungstechnik Wallstabe &;4016931050;SEALING CAP
VM-CVS;Others Assembly/Single part;0635303028;CS - Hydr. Steering;0635303028;Schaeffler Technologies AG & Co. KG;8482400090;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-VDS;DF Components;F00C1C7029;P00244 - DF;F00C1C7029;Essex Group Inc;70199099;SEAL
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KRS - SEIGERT GmbH;8482910000;BALL
VM-ATC;Miscellaneous Other Actuation;0204254676;P00870 - Conventional Actuation;0204254676;Crown Screw Corporation;7318151001;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1260206826;P00268 - Electronic Stability Program (ESP);1260206826;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-NBS; ;0204848762;P01893 - IPB;0204848762;KUROTA MEXICO SA DE CV;8413919085;PISTON
VM-NBS;IPB CKD-Components;0204840868;P01893 - IPB;0204840868;Mubea Tellerfedern GmbH;7320109000;SPRING
VM-EPS;Car steer Assembly/Single part;7802040667;ER - EPS dp;7802040667;Dichtungstechnik Wallstabe &;4016931050;SEALING CAP
VM-ESP;ESP Components;1260098858;P00268 - Electronic Stability Program (ESP);1260098858;Whitlam Group;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-ATC;Miscellaneous Other Actuation;0204254636;P00870 - Conventional Actuation;0204254636;Crown Screw Corporation;73182990;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-NBS; ;0204864LB1;P01893 - IPB;0204864LB1;MUHR UND BENDER KG;8708309990;CLIP & CLAMP
VM-ESP;ESP Components;2260522014;P00265 - Anti-Lock Brake System (ABS) w/o TWS;2260522014;Warehouse Tochigi;39235090;PROTECTION CAP / SLEEVE
VM-ATC;Miscellaneous Other Actuation;0204254356;P00870 - Conventional Actuation;0204254356;DOMENY TOOL AND STAMPING COMPANY;73182102;WASHER
VM-ATC;Miscellaneous Other Actuation;0204807064;P00870 - Conventional Actuation;0204807064;Integrated Logistics Solutions Hold;98020019;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Car steer Assembly/Single part;4532040774;ER - EPS apa;4532040774;Dooremalen Industries BV;8708947550;COVER SENSOR
VM-VDS;DF Components;F00C1D4508;P00249 - Other Sensors;F00C1D4508;Scherdel Sales & Technology, Inc.;73261999;CLIP & CLAMP
VM-ESP;ABS Components;1264611866;P00268 - Electronic Stability Program (ESP);1264611866;KURT MEDER GMBH;99030133;SPRING
VM-CVS;Others Assembly/Single part;0770075227;CS - Hydr. Steering;0770075227;Schaeffler Technologies AG & Co. KG;8482910000;BALL
VM-NBS; ;0204864F0J;P00110 - Electrical Actuation;0204864F0J;Selzer Automotive Bosnia d.o.o.;8708309990;PEDAL INTERFACE
VM-ATC;Miscellaneous Other Actuation;F01G19K0EE;P00870 - Conventional Actuation;F01G19K0EE;Warehouse Higashimatsuyama ;87089900;tbd
VM-EPS;Car steer Assembly/Single part;4532003598;ER - EPS apa;4532003598;ODW-ELEKTRIK MEXICO S DE RL DE CV;99039405;CABLE
VM-ESP;ESP Components;1260526865;P00268 - Electronic Stability Program (ESP);1260526865;ITW Drawform - Waterbury Facility;98020019;SEALING CAP
VM-EPS;Car steer Assembly/Single part;4532022402;ER - EPS apa;4532022402;ZF Chassis Technology;99039405;AXIAL JOINT
VM-ESP;TCS Components;1260556801;P00267 - Traction Control System (TCS);1260556801;Hubert Stueken GmbH & Co. KG;8481901000;tbd
VM-EPS;Car steer Assembly/Single part;4532003579;ER - EPS dp;4532003579;TEKNIA TEPEJI SA DE CV;99039405;HOUSING SERVO
VM-ESP;ESP Components;1267040814;P00268 - Electronic Stability Program (ESP);1267040814;EJOT SE & Co. KG;40169390;DAMPER
VM-NBS;IPB CKD-Components;0204840867;P01893 - IPB;0204840867;Mubea Tellerfedern GmbH;7320109000;SPRING
VM-NBS;LIPS-PB;1264500113;P01893 - IPB;1264500113;Plant Blaichach;8543709990;SENSOR
VM-ESP;TWS Components;1264210858;P00257 - Two Wheeler Safety (TWS);1264210858;Plant Blaichach;85059000;MAGNET
VM-ATC;Miscellaneous Other Actuation;02043A2240;P00870 - Conventional Actuation;02043A2240;Datwyler Sealing Solutions USA Inc.;87083099;RESERVOIR CAP
VM-ESP;ESP Components;1260526865;P00268 - Electronic Stability Program (ESP);1260526865;ITW Drawform - Waterbury Facility;98020019;SEALING CAP
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weisser + Griesshaber GmbH;8481901000;FILTER
VM-ESP;ABS Components;1260098876;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260098876;HERMA GmbH;39199090;ADHESIVE FILM, LABEL, STICKER
VM-ATC;Miscellaneous Other Actuation;0204223113;P00870 - Conventional Actuation;0204223113;NISSAN SPRING(THAILAND)Co.,Ltd;87083000;WASHER
VM-NBS;iBooster Gen2 parts;0204841566;P00110 - Electrical Actuation;0204841566;SFS Group Schweiz AG;8708309990;ROD
VM-EPS;Car steer Assembly/Single part;4532003219;ER - EPS dp;4532003219;iwis mechatronics Inc.;87089412;COVER SENSOR
VM-ATC;Miscellaneous Other Actuation;0204254788;P00870 - Conventional Actuation;0204254788;Warehouse Higashimatsuyama ;8481901000;CLIP & CLAMP
VM-EPS;Car steer Assembly/Single part;4532033187;ER - EPS apa;4532033187;TEKNIA TEPEJI SA DE CV;"99039405; 99039406";COVER GEAR
VM-CVS;Others Assembly/Single part;0770047018;CS - Hydr. Steering;0770047018;MSSL TOOLING FZE;3923500000;PROTECTION CAP / SLEEVE
VM-VDS;DF Components;F0C12B2131;P00244 - DF;F0C12B2131;TE Connectivity Corporation;85389001;HOUSING SENSOR & other small
VM-ESP;TCS Components;1260450826;P00268 - Electronic Stability Program (ESP);1260450826;Plant Blaichach;"8481901000;8481901000";VALVE SLEEVE/BEARING
VM-EPS;Car steer Assembly/Single part;7806001739;ER - EPS apa;7806001739;Ryobi Die Casting;87089412;HOUSING
VM-NBS; ;0204841864;P00110 - Electrical Actuation;0204841864;M+ACER AUTOMOTIVE SYSTEMS PV. LTD.;8536500090;FLUID LEVEL SWITCH
VM-VDS;DF Components;F0C12T3013;P00244 - DF;F0C12T3013;TE Connectivity Corporation;85369099;tbd
VM-VDS;DF Components;F00C1P3056;P00244 - DF;F00C1P3056;Bangkok Taiyo Springs Co.,Ltd.;8708999900;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-NBS;IPB CKD-Components;0204840871;P01893 - IPB;0204840871;Mubea Tellerfedern GmbH;7320109000;SPRING
VM-VDS; ;8638510339;P00245 - LWS;8638510339;Plant Braga;8534009000;PRINTED BOARD
VM-EPS;Car steer Assembly/Single part;7818002159;ER - EPS apa;7818002159;DYNACAST - ELGIN;87089412;COVER GEAR
VM-EPS;Car steer Assembly/Single part;0770003066;ER - EPS dp;0770003066;INDUSTRIAL FASTENER;7318158045;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1267040814;P00268 - Electronic Stability Program (ESP);1267040814;EJOT SE & Co. KG;40169390;DAMPER
VM-ESP;MV_HSx (Magnet Valve);1267699805;P00268 - Electronic Stability Program (ESP);1267699805;Plant Charleston;84812099;SOLENOID VALVE
VM-VDS;DF Components;F00C1T8915;P00244 - DF;F00C1T8915;Parker Hannifin GmbH;4016931000;O-RING
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Plant Charleston;84812099;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-EPS;Car steer Assembly/Single part;0770020032;ER - EPS apa;0770020032;Plant Queretaro;7318160085;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;MV_OSx (Magnet Valve);1267691812;P00268 - Electronic Stability Program (ESP);1267691812;Plant Blaichach;8481901000;SOLENOID VALVE
VM-ATC;Miscellaneous Other Actuation;0204808119;P00870 - Conventional Actuation;0204808119;EJOT ATF, LP;98020019;ROD
VM-ESP;TWS Components;1265149R30;P00257 - Two Wheeler Safety (TWS);1265149R30;Jiangsu Asia-Pacific Light Alloy;76042990;EXTRUDED PROFILE ALU
VM-ATC; ;0204835446;P00870 - Conventional Actuation;0204835446;Teknia Rzeszow Sp z o.o.;8708309990;FILTER
VM-NBS;IPB1.0;1267500024;P01893 - IPB;1267500024;Keller and Kalmbach GmbH & Co. KG;7307990000;SCREW PLUG GROMMET
VM-ATC;Miscellaneous Other Actuation;0204254792;P00870 - Conventional Actuation;0204254792;Nedschroef Plettenberg GmbH;7318160000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;DF Components;F0C12K1047;P00244 - DF;F0C12K1047;D A INC;39269099;CLIP & CLAMP
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-ESP;ESP Components;1260325821;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260325821;Plant Blaichach;8481901000;VALVE SLEEVE/BEARING
VM-ESP;PA_ABS CLAB;0130108276;P00268 - Electronic Stability Program (ESP);0130108276;Plant Changsha;85013119;MOTOR
VM-ATC;Miscellaneous Other Actuation;0204709968;P00870 - Conventional Actuation;0204709968;ContiTech Vibration Control France;4016939000;SEAL
VM-ESP;ESP Components;1263414854;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263414854;Fujita Rashi Kougyou Co. Ltd.;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ABS Components;1265149R20;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1265149R20;Asia-pacific light alloy Nantong;76042990;EXTRUDED PROFILE ALU
VM-CVS;Others Assembly/Single part;0770075232;CS - Hydr. Steering;0770075232;Schaeffler Technologies AG & Co. KG;8482910000;BALL
VM-EPS;Car steer Assembly/Single part;7802023438;ER - EPS dp;7802023438;iwis mechatronics GmbH & Co. KG;8483308090;BUSHING
VM-VDS;DF Components;F00C1T8771;P00244 - DF;F00C1T8771;J.N.EBERLE;8543909000;BUSHING
VM-ESP;ESP Components;1265149R18;P00268 - Electronic Stability Program (ESP);1265149R18;Kaiser Aluminum;99038502;EXTRUDED PROFILE ALU
VM-EPS;Car steer Assembly/Single part;7806030344;ER - EPS apa;7806030344;NEDSCHROEF ALTENA GMBH;99030128;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ATC;Miscellaneous Other Actuation;0204780773;P00870 - Conventional Actuation;0204780773;TRO Manufacturing Co., Inc.;87083099;PLATE/DISC
VM-ESP;TWS Components;1268001935;P00257 - Two Wheeler Safety (TWS);1268001935;Shenzhen Zhaowei Machinery &;85013119;MOTOR
VM-EPS;EPSapa_Rack_9EZ_RHD_icon;4532025829;ER - EPS apa;4532025829;Plant Florence;87089412;TOOTHED RACK
VM-ESP;TWS Components;1264210858;P00257 - Two Wheeler Safety (TWS);1264210858;Plant Blaichach;85059000;MAGNET
VM-VDS; ;1277340671;P00247 - Low Pressure Sensors;1277340671;Plant Kuala Lumpur;90262000;SENSOR
VM-ESP;ABS Components;1260098876;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260098876;HERMA GmbH;39199090;ADHESIVE FILM, LABEL, STICKER
VM-EPS;Car steer Assembly/Single part;7882047102;ER - EPS apa;7882047102;Poeppelmann Kunststoff-Technik;3923500000;PROTECTION CAP / SLEEVE
VM-NBS;Miscellaneous Other Actuation;0204709968;P00110 - Electrical Actuation;0204709968;ContiTech Vibration Control France;4016939000;SEAL
VM-ESP;ESP Components;1260206826;P00268 - Electronic Stability Program (ESP);1260206826;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ATC;Miscellaneous Other Actuation;0204781512;P00870 - Conventional Actuation;0204781512;R & L SPRING COMPANY;73202005;SPRING
VM-ESP;ESP Components;1260206826;P00268 - Electronic Stability Program (ESP);1260206826;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-EPS;Car steer Assembly/Single part;7818040194;ER - EPS apa;7818040194;Poeppelmann Kunststoff-Technik;3923500000;PROTECTION CAP / SLEEVE
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-VDS;WSS30+D;0265012673;P00244 - DF;0265012673;Plant Eisenach;8543709990;SENSOR
VM-EPS;Car steer Assembly/Single part;4532027159;ER - EPS apa;4532027159;CTR AMERICA;99039405;ANGLE JOINT
VM-VDS;LPS5-B;8613560547;P00247 - Low Pressure Sensors;8613560547;STARLIM Spritzguss GmbH;39269099;CLIP & CLAMP
VM-ESP;PS10 (Pressure Sensor);1267030880;P00268 - Electronic Stability Program (ESP);1267030880;Plant Blaichach;9026209090;SENSOR
VM-ATC;Miscellaneous Other Actuation;0204223205;P00870 - Conventional Actuation;0204223205;OCHIAI CO., LTD.;73199000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;DF Components;F00C1T8915;P00244 - DF;F00C1T8915;Parker Hannifin GmbH;4016931000;O-RING
VM-ATC; ;02042A2195;P00870 - Conventional Actuation;02042A2195;DOMENY TOOL AND STAMPING COMPANY;73261999;CLIP & CLAMP
VM-ESP;ABS Components;1267431870;P00268 - Electronic Stability Program (ESP);1267431870;Weisser + Griesshaber GmbH;99030125;FILTER
VM-CVS;Others Assembly/Single part;0770035788;CS - Hydr. Steering;0770035788;MSSL TOOLING FZE;3926909090;GASKET
VM-VDS;LPS5-B;8613560587;P00247 - Low Pressure Sensors;8613560587;STARLIM Spritzguss GmbH;40169330;tbd
VM-NBS;IPB1.0;1267500010;P01893 - IPB;1267500010;stoba Precizni Technika s.r.o;8481901000;VALVE BODY
VM-NBS;IPB1.0;1267500026;P01893 - IPB;1267500026;Weppler Filter GmbH;8708309990;FILTER
VM-NBS;BWA CKD-Components;5000000427;P01893 - IPB;5000000427;FUCHS LUBRICANTS GERMANY GmbH;3403990000;Chemical products (OIL, GREASE, CLOTH..)
VM-VDS;DF Components;F00C1C8879;P00244 - DF;F00C1C8879;AUTOMATION TOOL & DIE INC;83023091;CLIP & CLAMP
VM-ESP;ESP Components;1267040815;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267040815;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-EPS;Car steer Assembly/Single part;4532045270;ER - EPS apa;4532045270;Wilhelm Kaechele Gmbh;99030125;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;PS8E (Pressure Sensor);1267030874;P00268 - Electronic Stability Program (ESP);1267030874;Plant Blaichach;9026209090;SENSOR
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KRS - SEIGERT GmbH;8482910000;BALL
VM-VDS;DF Components;F00C1T8771;P00244 - DF;F00C1T8771;J.N.EBERLE;8543909000;BUSHING
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weppler Filter GmbH;8481901000;FILTER
VM-NBS; ;0204847061;P00110 - Electrical Actuation;0204847061;ESKA Automotive GmbH;7318160000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-NBS;IPB1.0;02048649BF;P01893 - IPB;02048649BF;BAUD Vougy;8708309990;ROD
VM-ATC;Hydraulic Booster;0204845043;P00870 - Conventional Actuation;0204845043;SAMOT INDUSTRIA MECANICA;8413919060;PISTON
VM-ATC;Miscellaneous Other Actuation;02043A2126;P00870 - Conventional Actuation;02043A2126;R & L SPRING COMPANY;73202005;SPRING
VM-ESP;ESP Components;0265957453;P00268 - Electronic Stability Program (ESP);0265957453;Plant Ansbach;99030125;ECU
VM-VDS;DF Components;F00C1S8105;P00244 - DF;F00C1S8105;Perfection Spring & Stamping Corp.;90329002;HEAT/END SHIELD
VM-VDS;DF Components;F0C12B2101;P00244 - DF;F0C12B2101;WAC LLC;87089999;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ATC;Miscellaneous Other Actuation;0204823469;P00870 - Conventional Actuation;0204823469;Warehouse Higashimatsuyama ;8708309990;RESERVOIR CAP
VM-VDS;DF Components;F0C12B2035;P00244 - DF;F0C12B2035;WAC LLC;83023091;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-EPS;Car steer Assembly/Single part;4532029893;ER - EPS apa;4532029893;ODW-ELEKTRIK MEXICO S DE RL DE CV;99039406;CABLE
VM-ESP;TWS Components;1260526900;P00257 - Two Wheeler Safety (TWS);1260526900;Sansyu precision Co., Ltd.;87089900;PISTON
VM-ATC;Miscellaneous Other Actuation;0204831019;P00870 - Conventional Actuation;0204831019;ROGERS FOAM CORP;40169901;tbd
VM-ESP;PE9 (Pump Element);1267090915;P00268 - Electronic Stability Program (ESP);1267090915;Plant Blaichach;8413910000;PUMP ELEMENT
VM-ATC;Miscellaneous Other Actuation;0204844431;P00870 - Conventional Actuation;0204844431;SAMOT INDUSTRIA MECANICA;8413919060;PISTON
VM-ESP;MV_ICx (Magnet Valve);1267695812;P00268 - Electronic Stability Program (ESP);1267695812;Plant Charleston;84812099;SOLENOID VALVE
VM-NBS;Miscellaneous Other Actuation;1267500037;P01893 - IPB;1267500037;Poeppelmann GmbH & Co. KG;3923500000;SCREW PLUG GROMMET
VM-EPS;Car steer Assembly/Single part;4532024718;ER - EPS apa;4532024718;Reich LLC;87089412;PINION
VM-NBS;IPB1.0;1267500024;P01893 - IPB;1267500024;Keller and Kalmbach GmbH & Co. KG;7307990000;SCREW PLUG GROMMET
VM-ATC;Miscellaneous Other Actuation;0204259247;P00870 - Conventional Actuation;0204259247;BAUD POLSKA SP. Z O. O.;8481901000;PLUNGER
VM-ESP;TWS Components;1265149R31;P00257 - Two Wheeler Safety (TWS);1265149R31;Jiangsu Asia-Pacific Light Alloy;76042990;EXTRUDED PROFILE ALU
VM-VDS;DF Components;F00C1T8915;P00244 - DF;F00C1T8915;Parker Hannifin GmbH;4016931000;O-RING
VM-NBS;IPB1.1;1267500029;P01893 - IPB;1267500029;RPK MEXICO SA DE CV;7318240000;RETAINING RING
VM-ESP;ESP Components;1267040814;P00268 - Electronic Stability Program (ESP);1267040814;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
